address,booth_number,brands,category,country,description,email,exhibitor_name,exhibitor_url,facebook,fax,hall_location,instagram,linkedin,manufacturers,phone,show_date,show_name,show_website,twitter,website
"San Clemente,, Rimini, Italy",1446,"Del Conca USA
Pastorelli
Faetano
Del Conca USA

","Tile, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Countertop, Tile - Floor",,Del Conca welcomes you to Coverings 2021!,,Ceramica del Conca SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=61&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381003,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.delconca.com
"Lima,, Lima, Peru",2328,Cerámicos Gala,"Tile, Tile - Ceramic (Glazed)",,"Cerámicos Gala is a peruvian brand belonging to Aris Industrial, a leading manufacturing corporation with over 76 years of experience providing state of the art solutions to industry clients. Cerámicos Gala offers the market ceramic tiles with modern and exclusive designs manufactured with the best quality clay and glazes. Our products are available both in a large variety of sizes and a wide range of colors, aligned with the latest international design trends. Each one of our products undergoes thoughtful consideration and development in order to provide our customers with the best designs and finishes.",,Ceramicos Gala,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=67&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381493,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ceramicosgala.com.pe
"Cusco,, Peru",2228,,"Tile - Artisan, Tile - Ceramic (Glazed), Tile - Decorative, Tile - Glass, Tile - Hand Painted",,A peruvian ceramic company with 40 years of experience.,,Ceramicas Kantu,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=65&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381491,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ceramicaskantu.com
"Buenos Aires,, Argentina",5848,"Cerámica Alberdi
Cerámica Allpa
www.alberdi.com.ar
Vite Porcellanato
www.viteporcellanato.com","Tile - Ceramic (Glazed), Tile - Porcelain",,"Welcome to Ceramica Alberdi, perfection at its finest.",,Ceramica Alberdi S.A.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=59&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380051,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,"http://www.alberdi.com.ar, www.viteporcellanato.com"
"Glen Ellyn,, IL, United States",3233,,,,Co-Exhibitor,,Ceramic Tile Distributors Association (CTDA),https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=58&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381860,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.ctdahome.org
Brazil,3836,,,,,,Centrorochas,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=57&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=396362,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.centrorochas.org.br
"Sassuolo,, MO, Italy",1441,,Tile,," is the trademark that identifies tiles manufactured by members of Confindustria Ceramica, the Italian Association of Ceramics. If you are looking for a particular Italian product, or if you would like more information on Italian ceramic tiles, please visit our booth. Confindustria Ceramica staff members from Italy will be on hand to assist you. If you wish, you can also visit our website ",,Ceramics of Italy - The World Exposition of Ceramic Tile and Bathroom Furnishings Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=68&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380977,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ceramica.info
"Casalgrande,, RE, Italy",6026,Ceramiche Refin,"Tile, Tile - Ceramic (Unglazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,Refin presents its elegant and unique porcelain floor tiles.,,Ceramiche Refin SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=66&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379509,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.refin-ceramic-tiles.com/
"Foshan,, Guangdong, China",423,Capucino by Max Glory,"Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Porcelain, Tile - Trims, Tile - Wall",,Capucino by Max Glory,,Capucino by Max Glory,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=53&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379904,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.capucino.cn
"Fiorano Modenese,, MO, Italy",2052,"Ceramiche Campogalliano

Verde 1999

","Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Decorative, Tile - Floor, Tile - Porcelain",,"Coverings 2020 - See you in Booth 2223!!


",,Campogalliano Ceramiche,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=52&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=377870,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ceramichecampogalliano.com
"Eskisehir,, Turkey",4624,"Marble, Limestone, Travertine, Onyx","Stone - Block, Stone - Limestone, Stone - Marble, Stone - Onyx, Stone - Slab",,"CEKICLER MARBLE INC.
Marble, Limestone, Travertine, Onyx
",,Cekicler Marble Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=55&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378913,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.cekicler.com.tr
"West Palm Beach,, FL, United States",3230,,"Tile - Artisan, Tile - Decorative, Tile - Hand Painted, Tile - Murals, Tile - Swimming Pool",,"Casa Ceramica, Inc. is the parent company of LTS Ceramics",,Casa Ceramica Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=54&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380155,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.casaceramica.com
"Fiorano Modenese,, MO, Italy",630,,,,,,BORA CELIK ESYA VE MOB.INS.MAL.SAN.TIC.LTD.STI.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=49&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381303,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"Caledonia,, MI, United States",4612,,"Equipment & Machinery - CNC Equipment, Equipment & Machinery - Cutting, Equipment & Machinery - Water-jet, Equipment & Machinery - Profiling, Equipment & Machinery - Saws",,"CMS/Brembana is one of the first companies to produce numerically controlled machines for stone working. Now, we are a worldwide leading designer and manufacturer of CNC high-speed machining centers for the machining of natural and engineered stone. We also manufacture a variety of bridge saws, ranging from a simple saw with tilting and rotating table to fully automatic bridge saws. Finally, we produce a water jet cutting system capable of processing a wide range of materials, as well as continuous production modules for high production.",,CMS/Brembana,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=74&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381946,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.cmsna.com
"BALIKESİR,, Turkey",4622,,,,,,BY FIKRI STONE MADENCILIK SAN. VE TIC. LTD. STI,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=51&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378910,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.byfikristone.com
"Lima,, Peru",2327,Celima,"Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,"With more than 50 years of experience, Celima has grown to become the 19th largest manufacturer of ceramic tile in the world.",,Celima,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=56&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381492,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.celima-trebol.com
"Sítio cautela dos Aléns,, Portugal",1528,,,,,,Bloco B,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=46&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381725,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.blocob.com
"Rubiera,, RE, Italy",5830,Logo of Rondine is the swallow a typical small bird of rural areas used to spend the Spring and Summer time in Italy and nesting,"Tile, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Floor, Tile - Porcelain",,RONDINE CERAMICA is  a brand of ITALCER SPA produces gres porcelain tiles in defferent size:,,Ceramica Rondine,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=64&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381806,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ceramicarondine.it
"Sassuolo,, MO, Italy",1842,,"Tile - Ceramic (Unglazed), Tile, Tile - Floor, Tile - Porcelain, Tile - Stone",,"BLUSTYLE, forever beautiful",,Blustyle,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=47&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381290,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.blustyle.it
"Sarasota,, FL, United States",4509,"Contourbreton NC 300, Contourfive NC 700, Shapemill 2000, Combicut, Breton Smartcut series, Easyedge, Platinumedge, Shapemill, Levibreton One, Bretonstone plants.","Equipment & Machinery - Chamfering, Equipment & Machinery - CNC Equipment, Equipment & Machinery - Fabricating, Equipment & Machinery - Saws, Equipment & Machinery - Water-jet",,Born to Work Stone. Driven by Innovation.,,Breton,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=50&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381934,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.bretonusa.com/en/
"AFYONKARAHISAR,, AFYONKARAHISAR, Turkey",4321,,,,"THE ONLY QUARRY IN TURKEY for the PHILIDELPHIA & ROMANO TRAVERTINE is now owned by our company. 
 
We have polishing, brushing, tumbling, chiselling line for the production our factory in Afyon Turkey.",,BKM MARBLE,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=43&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378773,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"Troy,, MI, United States",4452,"BNP Media offers these publications, eNewsletters and websites: TILE, Stone World, Contemporary Stone and Tile Design, Floor Trends and Floor Covering Installer","Equipment & Machinery, Miscellaneous - Consulting Services, Miscellaneous - Publication (Trade), Stone, Tile",,Welcome to BNP Media for the information you need to succeed,,BNP Media,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=48&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378844,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.bnpmedia.com
"Laguna Beach,, CA, United States",5615,"BLICK, BLICK INDUSTRIES","Equipment & Machinery, Equipment & Machinery - CNC Equipment, Equipment & Machinery - Fabricating, Stone, Stone - Fireplace Surrounds/Mantels",,The Leader in Vacuum Workholding Solutions,,BLICK INDUSTRIES,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=45&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380116,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.blickindustries.com
"Glenview,, IL, United States",825,"We offer an innovative collection ranging from furniture style vanities to waterjet and marble mosaics, let us help you build your dream space.","Stone - Marble, Stone - Mosaic, Stone - Stone Tile, Tile - Decorative, Tile - Stone",,BESTVIEW CREATES LUXURY PRODUCTS FOR YOUR BATHROOM,,Bestview International Company,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=40&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379782,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.bestviewintl.com
"Chino,, CA, United States",4209,"Better Vacuum Cups, BVC Group,","Equipment & Machinery, Equipment & Machinery - CNC Equipment, Equipment & Machinery - Cutting, Equipment & Machinery - Edging, Equipment & Machinery - Engraving, Equipment & Machinery - Fabricating, Equipment & Machinery - Hand Tools, Equipment & Machinery - Profiling, Equipment & Machinery - Routing, Equipment & Supplies",,Stop by our booth for a live demo table experience!,,"Better Vacuum Cups, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=41&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381925,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://BVCGroupinc.com
"Belleville,, IL, United States",2934,,"Allied Products - Cleaning Products, Allied Products - Sealers, Allied Products - Spacers, Allied Products - Tools, Equipment & Machinery - Diamond Blades & Saws",,Beno J. Gundlach Company is exhibiting in Booth No. 2934.,,Beno J. Gundlach Company,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=36&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381703,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.benojgundlachco.com
"Doral,, FL, United States",3048,"ANTHOLOGY!  Our team has created a compilation of decorative mosaics, stone, glass, ceramic and field tile in unlimited varieties to fit any of your specifications.","Tile - Floor, Tile - Glass, Tile - Mosaic, Tile - Porcelain, Tile - Wall",,"ANTHOLOGY! Let our collections tell your story. Blending years of knowledge and expertise, our team has created a compilation of decorative mosaics, stone, glass, ceramic and field tile in unlimited varieties to fit any of your specifications. We bring to market a unique product offering that has yet to be seen. Our commitment to our clients will be an exceptional and growing product line with the sales and customer service support needed to rise above the competition. Very few companies say they can meet the needs of the client. Here at ANTHOLOGY we can, we strive to offer all this in one unique package.",,Anthology,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=18&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378314,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://anthologytile.com
"Sega di Cavaion,, VR, Italy",634,Marble - Granite - Travertine - Onyx - Limestone - Precious Stone - Gemstone - Shellstone,"Stone - Granite, Stone - Marble, Stone - Onyx, Stone - Quartzite, Stone - Slab, Stone - Cut-to-Size",,A stone philosphy,,Antolini Luigi & C. SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=19&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=377274,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.antolini.com
"Rancho Santa Margarita,, CA, United States",3733,"Primo Tools…”Innovative Tools. Professional Results.”
A. Bottini ... ""Diamond Tough Tools""
OMNI Sealers…”Quality. Integrity. Support.”
SpongaUSA…”The World’s Greatest Grout Sponges.”
","Allied Products - Sealers, Allied Products - Sponges, Allied Products - Tools, Equipment & Machinery - Diamond Blades & Saws, Allied Products",,"Thank you for visiting Best Of Everything, Inc. (BOE)",,Best of Everything—Primo Tools/A. Bottini/Omni Sealers/Sponga USA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=38&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378538,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.Boe-Companies.com
"San Juan de Moro,, Castellon, Spain",5445,"Apavisa —porcelain stoneware— solves the needs of professional and particular. Color, texture, size and finish variety offer the perfect tiles for upcoming projects.
Apavisa · District · Slabs","Tile - Floor, Tile - Metallic, Tile - Mosaic, Tile - Porcelain, Tile - Wall",,Find us at Coverings 2020 - Spanish Pav- Booth: 5326,,Apavisa,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=20&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381137,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.apavisa.com
"Quakertown,, PA, United States",2945,FloorPro III ERP,"Miscellaneous – Software, Miscellaneous - Computer Equipment, Miscellaneous - Consulting Services",,Complete Low Cost User Friendly Industry-specific Software,,"American Business Software, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=14&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=396516,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.AmericanBusinessSoftware.com
"Vaughan,, ON, Canada",3747,"Aspen – Form - Industria – La Marca - Mjork - Nord - Plata - Marlow - Mayfair - Station

New Featured Product Lines: Soho - Raffino - Tapestri - Teramoda","Stone, Tile, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Porcelain",,"Anatolia, industry leading tile and stone products.",,Anatolia Tile & Stone Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=16&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378551,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.anatoliatile.com
"Lebanon,, TN, United States",5845,,"Tile - Floor, Tile - Mosaic, Tile - Porcelain, Tile - Wall, Tile",,"American Wonder Porcelain manufactures and distributes tile tile nationwide from its corporate headquarters and state-of-the-art Lebanon, Tennessee, production facilities.  All products are certified as porcelain by the Porcelain Tile Certification Agency and tested by the Tile Council of North America to verify performance standards. We are committed to the future of the tile industry in the United States and believe future growth depends upon increasing domestic manufacturing, adopting new techniques and continued research and development.",,American Wonder Porcelain,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=15&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380568,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://wonderpocelain.com
"Norcross,, GA, United States",2530,,"Stone - Limestone, Stone - Marble, Stone - Mosaic, Stone - Onyx, Stone - Slab",,,,Altura Stone,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=13&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380554,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.alturastoneandtile.com
"Miami,, FL, United States",4230,"FOG
SOLID
PLATINUM
IRIS
TITANIUM
INK
MATT
CHIC
NIGHT GLASS
COOL
TISSUE
MISCELANEA
VOLCANO
ITALY
ALPS
MUSEUM
PRECIOUS STONES
INK
BAHAMA
OCEAN
HEXAGONAL","Tile - Mosaic, Tile - Swimming Pool, Tile, Tile - Ceramic (Glazed), Tile - Glass",,ALTTOGLASS specializes in glass mosaic solutions.,,Alttoglass USA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=12&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378735,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.alttoglass.com
"Brooklyn,, NY, United States",3530,"Allison Eden Studios, Mixed-Up Mosaics by Allison","Tile, Tile - Artisan, Tile - Glass, Tile - Mosaic, Tile - Murals",,Welcome to Allison Eden Studios custom glass mosaic artwork.,,Allison Eden Studios,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=11&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378497,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.AllisonEden.com
"Mississauga,, ON, Canada",3028,"AlinO® Linear Shower System, AlinO® Linear Drain, AlinO® All-in-One Shower System,  AlinO® Drain, AlinO® Tray, AlinO® Gard Waterproof Membrane, AlinO-Niche, AlinO® Backer Board.","Allied Products, Allied Products - Backerboard, Allied Products - Sealers, Allied Products - Shower Pans, Allied Products - Waterproofing",,Pl's come to visit us at AlinO Shower Booth#8007.,,AlinO Shower System,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=10&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378295,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.alino.com
"Firenzuola,, FI, Italy",2409,,"Stone, Stone - Cut-to-Size, Stone - Pavers, Stone - Sandstone, Stone - Slab",,Welcome to our booth 2409 it will be a pleasure to serve you,,Berti Sisto & C.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=37&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382084,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.bucinebluestone.com
"Camarma de Esteruelas,, Madrid, Spain",4449,Alcalagres,"Tile, Tile - Ceramic (Unglazed), Tile - Mosaic, Tile - Pavers, Tile - Porcelain",,,,Alcalagres,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=8&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378843,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.alcalagres.com
"Alcora, l',, CAS, Spain",4631,"BESTILE is a Spain-based company that deals with manufacturing and supplying of ceramic and porcelain tile products.

MARBLE CHARM  |  WOOD PHILOSOPHY  |  IN&OUT  |  DECORATIVE ARTS |  STONE SPRIT
","Tile - Ceramic (Glazed), Tile - Decorative, Tile - Floor, Tile - Murals, Tile - Porcelain",,Welcome to our home! We invite you to discover BESTILE!,,BESTILE SL,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=39&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378919,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.bestile.es
"Istanbul,, Türkiye, Turkey",1022,"BIEN SERAMIK YAPI URUNLERI

","Tile - Mosaic, Tile - Porcelain, Tile, Tile - Ceramic (Glazed), Tile - Floor",,"Bien Seramik, the Pioneer Turkish Tile Manufacturer !",,Bien Yapi Urunleri San. Tur. Tic. A.S.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=42&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381479,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.bienseramik.com.tr
"Denver,, CO, United States",3431,,,,,,Angi,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=17&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378459,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.homeadvisor.com
"Norcross,, GA, United States",3219,BLANKE PERMAT; BLANKE SECUMAT; BLANKE AQUA SHIELD; BLANKE Tile Trims; BLANKE Expansion Joints,"Allied Products - Anti-Fracture Membranes, Allied Products - Moldings /Trim, Allied Products - Underlayment, Allied Products - Waterproofing, Miscellaneous, Miscellaneous - Expansion Joint Systems, Miscellaneous - Stair Treads, Nosing, Stone - Trims, Tile - Trims",,"Blanke Corporation - Function. Design. Quality. 

",,Blanke Corporation,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=44&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380478,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.blankecorp.com
"Delta,, BC, Canada",4427,"acacia, Gruppo Nueva","Tile - Countertop, Tile - Mosaic, Tile - Pavers, Tile - Porcelain, Tile - Wall",,"acacia lives and breathes creating leading tile designs.
",,Acacia Tile Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=1&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378824,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.acaciatile.com
"St. Louis,, MO, United States",4409,,,,,,ActionFlow,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=4&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381931,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.actionflow.net
"Arlington,, VA, United States",2026,,,,,,AIA Orlando,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=5&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=396528,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"Rimini,, RN, Italy",5019,"All Achilli products are 100% designed and Made in Italy, sold through our U.S. operation branch in Charlotte NC, where we stock parts, machines and provide technical support.","Equipment & Machinery - CNC Equipment, Equipment & Machinery - Cutting, Equipment & Machinery - Flooring Equipment, Equipment & Machinery - Grinding, Equipment & Machinery - Saws",,Join us to discover our machinery for stone and ceramic!,,ACHILLI SRL,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=2&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381136,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.achilli.com/en
"Chilches,, Castellon, Spain",4648,Nueva Alaplana .,"Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,ALAPLANA Cerámica at COVERINGS 2021,,Alaplana,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=7&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378935,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.nuevaalaplana.es
"Morbi,, GJ, India",1019,,,,,,Shivam Enterprise,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=277&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381467&fromFeatured=1,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.evolutionceramic.com
"Fiorano Modenese,, MO, Italy",2243,,Miscellaneous - Display Systems,,"POLCART is one of the biggest manufacturers of display systems all over the world with a 35 years experience and the most complete products range (from binders and sample-boards to MDF and iron displays, show-room fitting out) suitable for different materials.We also develop complete merchandising systems and shop-in-shop modular elements.We sell to the main manufacturers, wholesalers and dealers all over the world.",,Polcart SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=245&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380895,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.polcart.it
"Bessemer,, AL, United States",2124,"Marble, Granite, Limestone and others; Flooring, Memorial Arts, Wall Cladding and others","Stone - Granite, Stone - Marble, Stone - Mosaic, Stone - Quartzite, Tile",,,,Alabama Marble Mineral & Mining Co.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=6&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381245,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.am3stone.com/
"St. Cloud,, MN, United States",5119,"SABERjet XP, VOYAGER XP, SABER, APEX, TITAN, ATLAS, FUSION, YUKON, SIERRA, PRO-EDGE, VELOCITY, HYDROCLEAR, THINSTONE, HYDRA-SPLIT, PATHFINDER, FASTBACK, OPTIMUS","Equipment & Machinery, Equipment & Machinery - CNC Equipment, Equipment & Machinery - Routing, Equipment & Machinery - Saws, Equipment & Machinery - Water-jet",,Largest stoneworking solutions manufacturer in USA,,Park Industries Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=239&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379663,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.parkindustries.com
"Fairfield,, IA, United States",2948,,"Stone - Borders, Stone - Marble, Stone - Mosaic, Tile - Mosaic, Tile - Murals",,"Luxury handcrafted marble inlay, created in the USA.",,Aalto Marble Inlay,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=0&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378268,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://aaltomarbleinlay.com/
